"YEAR","MFR","MODEL","TYPE","HP","CYLINDERS","TRANSMISSION","NUM_GEARS","DRIVETRAIN","CURBWEIGHT","AXELRATIO","NVRATIO","SIL","THC","CO","CO2","NOx","MPG","AFTERTREATMENT_DEVICE"
2011,"Mercedes-Benz","ML 350 BLUETEC","Truck",210,6,"Automatic",7,"4-Wheel Drive",5250,3.45,30,"Not eqipped",0.00384,0.0043,296.38,0.0015,34.4,"Diesel Particulate Filter"
2011,"Mercedes-Benz","ML 350 BLUETEC","Truck",210,6,"Automatic",7,"4-Wheel Drive",5250,3.45,30,"Not eqipped",0.00384,0.0043,296.38,0.0015,34.4,"Oxidation catalyst"
2011,"Mercedes-Benz","E 350 BLUETEC","Car",210,6,"Automatic",7,"2-Wheel Drive, Rear",4500,2.65,26.1,"Not eqipped",0.00939,0.0048,216.24,0.0015,47.1,"Selective Catalytic Reduction"
2011,"Mercedes-Benz","E 350 BLUETEC","Car",210,6,"Automatic",7,"2-Wheel Drive, Rear",4500,2.65,26.1,"Not eqipped",0.00939,0.0048,216.24,0.0015,47.1,"Oxidation catalyst"
2011,"Mercedes-Benz","E 350 BLUETEC","Car",210,6,"Automatic",7,"2-Wheel Drive, Rear",4500,2.65,26.1,"Not eqipped",0.00939,0.0048,216.24,0.0015,47.1,"Diesel Particulate Filter"
2011,"Mercedes-Benz","E 350","Both",268,6,"Automatic",7,"2-Wheel Drive, Rear",4250,3.07,30.7,"Not eqipped",0.00148,0.0267,266.75,0.00127,33.2,"Three-way catalyst"
2011,"Mercedes-Benz","E 350 Coupe","Both",268,6,"Automatic",7,"2-Wheel Drive, Rear",4000,2.82,28.5,"Not eqipped",0.00439,0.0428,245.67,0.0007,35.7,"Three-way catalyst"
2011,"Mercedes-Benz","C300","Both",228,6,"Automatic",7,"2-Wheel Drive, Rear",3875,3.07,31.3,"Not eqipped",0.00139,0.0458,243.28,0.0015,35.9,"Three-way catalyst"
2011,"Mercedes-Benz","CL 550 4MATIC","Car",435,8,"Automatic",7,"4-Wheel Drive",5000,2.65,24.7,"Not eqipped",0.00161,0.0472,279.46,0.0459,31.8,"Three-way catalyst"
2011,"Mercedes-Benz","GLK 350 4MATIC","Both",268,6,"Automatic",7,"4-Wheel Drive",4500,3.46,32.8,"Not eqipped",0.00177,0.055,301.91,0.0019,29.4,"Three-way catalyst"
2011,"Mercedes-Benz","C 300","Car",228,6,"Automatic",7,"2-Wheel Drive, Rear",3875,3.07,31.3,"Not eqipped",0.00278,0.0658,248.17,0.0066,35.4,"Three-way catalyst"
2011,"Mercedes-Benz","C 300","Car",228,6,"Automatic",7,"2-Wheel Drive, Rear",3875,3.07,31.3,"Not eqipped",0.00845,0.0697,243.64,0.00273,36,"Three-way catalyst"
2011,"Mercedes-Benz","SLK 350","Car",301,6,"Automatic",7,"2-Wheel Drive, Rear",3625,3.27,32.9,"Not eqipped",0.0182,0.0717,251.87,0.0029,35.2,"Three-way catalyst"
2011,"Mercedes-Benz","C 300 4MATIC","Car",228,6,"Automatic",7,"4-Wheel Drive",4000,3.07,31.3,"Not eqipped",0.00903,0.0787,251.96,0.00293,34.9,"Three-way catalyst"
2011,"Mercedes-Benz","S 400 HYBRID","Car",275,6,"Automatic",7,"2-Wheel Drive, Rear",5000,3.07,28.6,"Not eqipped",0.002405,0.0802477,248.8401166,0.0008046,35,"Three-way catalyst"
2011,"Mercedes-Benz","SLK 300","Car",228,6,"Automatic",7,"2-Wheel Drive, Rear",3625,3.27,33.2,"Not eqipped",0.00119,0.0881,244.82,0.0087,36.2,"Three-way catalyst"
2011,"Mercedes-Benz","E 350 (Convertible)","Car",268,6,"Automatic",7,"2-Wheel Drive, Rear",4250,2.82,28.5,"Not eqipped",0.014,0.0938,253.58,0.00145,34.9,"Three-way catalyst"
2011,"Mercedes-Benz","E 350","Car",268,6,"Automatic",7,"2-Wheel Drive, Rear",4250,3.07,30.2,"Not eqipped",0.00826,0.0945,243.14,0.0024,36.2,"Three-way catalyst"
2011,"Mercedes-Benz","C 300 4MATIC","Both",228,6,"Automatic",7,"4-Wheel Drive",4000,3.07,31.3,"Not eqipped",0.00592,0.1009,256.92,0.0014,33.9,"Three-way catalyst"
2011,"Mercedes-Benz","C 300","Car",228,6,"Automatic",7,"2-Wheel Drive, Rear",3875,3.07,31.3,"Not eqipped",0.00371,0.1014,238.45,0.0023,26.4,"Three-way catalyst"
2011,"Mercedes-Benz","SLS AMG","Car",563,8,"Automated Manual",7,"2-Wheel Drive, Rear",4000,3.67,33.8,"Not eqipped",0.00753,0.1014,329.52,0.0054,26.8,"Three-way catalyst"
2011,"Mercedes-Benz","GLK 350","Both",268,6,"Automatic",7,"2-Wheel Drive, Rear",4500,3.27,29.2,"Not eqipped",0.00257,0.1025,284.13,0.0014,31.3,"Three-way catalyst"
2011,"Mercedes-Benz","C 300 4MATIC","Car",228,6,"Automatic",7,"4-Wheel Drive",4000,3.07,31.3,"Not eqipped",0.00585,0.11,249.16,0.0053,25.6,"Three-way catalyst"
2011,"Mercedes-Benz","E 350 Coupe","Car",268,6,"Automatic",7,"2-Wheel Drive, Rear",4000,2.82,28.5,"Not eqipped",0.01266,0.1114,240.53,0.004,36.6,"Three-way catalyst"
2011,"Mercedes-Benz","C 350","Car",268,6,"Automatic",7,"2-Wheel Drive, Rear",3875,2.82,28.7,"Not eqipped",0.01674,0.1191,254.98,0.00885,34.8,"Three-way catalyst"
2011,"Mercedes-Benz","E 350","Car",268,6,"Automatic",7,"4-Wheel Drive",4750,3.07,30.2,"Not eqipped",0.013,0.121,275.96,0.002,32.1,"Three-way catalyst"
2011,"Mercedes-Benz","SLK 300","Car",228,6,"Manual",6,"2-Wheel Drive, Rear",3625,3.27,38.2,"Not eqipped",0.01904,0.1273,246.65,0.0099,35.9,"Three-way catalyst"
2011,"Mercedes-Benz","E 350 4MATIC","Car",268,6,"Automatic",7,"4-Wheel Drive",4500,3.07,30.2,"Not eqipped",0.01391,0.1332,267.3,0.0017,33.2,"Three-way catalyst"
2011,"Mercedes-Benz","ML450 HYBRID 4MATIC","Truck",275,6,"Continuously Variable",1,"4-Wheel Drive",5500,3.45,29.8,"Not eqipped",0.00153,0.134,262.13,0.0015,33.7,"Three-way catalyst"
2011,"Mercedes-Benz","CLS 63 AMG","Both",507,8,"Automatic",7,"2-Wheel Drive, Rear",4500,2.82,26,"Not eqipped",0.00361,0.145,355.12,0.0062,25,"Three-way catalyst"
2011,"Mercedes-Benz","E 550","Both",382,8,"Automatic",7,"2-Wheel Drive, Rear",4500,2.47,24.7,"Not eqipped",0.04909,0.1479,274.97,0.0016,32.3,"Three-way catalyst"
2011,"Mercedes-Benz","S 550 4MATIC","Both",382,8,"Automatic",7,"4-Wheel Drive",5000,2.65,24.7,"Not eqipped",0.03233,0.1491,297.19,0.0025,29.8,"Three-way catalyst"
2011,"Mercedes-Benz","CL 600","Car",510,12,"Automatic",5,"2-Wheel Drive, Rear",5250,2.65,27.5,"Not eqipped",0.0071,0.15482,351.38,0.00064,25.3,"Three-way catalyst"
2011,"Mercedes-Benz","E 550 4MATIC","Both",382,8,"Automatic",7,"4-Wheel Drive",4750,2.47,24.3,"Not eqipped",0.04506,0.1584,282.26,0.0018,31.5,"Three-way catalyst"
2011,"Mercedes-Benz","S 63 AMG","Car",544,8,"Automatic",7,"2-Wheel Drive, Rear",5250,2.65,28,"Not eqipped",0.00869,0.1622,294.4,0.0053,30.2,"Three-way catalyst"
2011,"Mercedes-Benz","GLK 350 4MATIC","Truck",268,6,"Automatic",7,"4-Wheel Drive",4500,3.46,30.9,"Not eqipped",0.00869,0.1743,306.66,0.0026,28.9,"Three-way catalyst"
2011,"Mercedes-Benz","C 63 AMG","Car",451,8,"Automatic",7,"2-Wheel Drive, Rear",4250,2.82,28.4,"Not eqipped",0.00531,0.17494,330.49,0.00933,26.8,"Three-way catalyst"
2011,"Mercedes-Benz","SL 63 AMG","Both",518,8,"Automatic",7,"2-Wheel Drive, Rear",4750,2.65,25.7,"Not eqipped",0.00281,0.1847,341.76,0.0058,26,"Three-way catalyst"
2011,"Mercedes-Benz","S 600","Car",510,12,"Automatic",5,"2-Wheel Drive, Rear",5250,2.65,25.3,"Not eqipped",0.0008,0.19167,347.04,0.014,25.6,"Three-way catalyst"
2011,"Mercedes-Benz","S 65 AMG","Car",621,12,"Automatic",5,"2-Wheel Drive, Rear",5500,2.65,27.7,"Not eqipped",0.0097,0.1952,337.48,0.0024,26.3,"Three-way catalyst"
2011,"Mercedes-Benz","SLK 350","Car",301,6,"Manual",6,"2-Wheel Drive, Rear",3625,3.07,35.5,"Not eqipped",0.026,0.196,249.49,0.002,35.6,"Three-way catalyst"
2011,"Mercedes-Benz","GLK 350","Car",268,6,"Automatic",7,"2-Wheel Drive, Rear",4250,3.27,30.9,"Not eqipped",0.01435,0.2068,292.58,0.00234,30.2,"Three-way catalyst"
2011,"Mercedes-Benz","smart ForTwo (convertible)","Car",70,3,"Automated Manual",5,"2-Wheel Drive, Rear",2125,4.53,52.9,"Equipped, not shifted by SIL",0.01106,0.2211,154.19,0.0012,57.8,"Three-way catalyst"
2011,"Mercedes-Benz","CL 65 AMG","Car",621,12,"Automatic",5,"2-Wheel Drive, Rear",5250,2.65,27.7,"Not eqipped",0.028,0.229,349.9,0.0027,25.3,"Three-way catalyst"
2011,"Mercedes-Benz","SL 65 AMG","Car",603,12,"Automatic",5,"2-Wheel Drive, Rear",4750,2.65,29.5,"Not eqipped",0.01041,0.2306,355.26,0.0009,25,"Three-way catalyst"
2011,"Mercedes-Benz","S 550","Both",382,8,"Automatic",7,"2-Wheel Drive, Rear",4750,2.65,24.7,"Not eqipped",0.05164,0.2391,275.94,0.00888,32,"Three-way catalyst"
2011,"Mercedes-Benz","SL 550","Both",382,8,"Automatic",7,"2-Wheel Drive, Rear",4500,2.65,25.7,"Not eqipped",0.06144,0.2411,310.36,0.003,28.6,"Three-way catalyst"
2011,"Mercedes-Benz","G 55 AMG","Truck",500,8,"Automatic",5,"4-Wheel Drive",6000,4.11,41.5,"Not eqipped",0.00335,0.2449,472.78,0.0034,18.7,"Three-way catalyst"
2011,"Mercedes-Benz","E 550 (convertible)","Both",268,8,"Automatic",7,"2-Wheel Drive, Rear",4500,2.65,26.8,"Not eqipped",0.0412,0.24591,288.813,0.00386,30.6,"Three-way catalyst"
2011,"Mercedes-Benz","CLS 63 AMG","Both",507,8,"Automatic",7,"2-Wheel Drive, Rear",4500,2.82,26,"Not eqipped",0.00614,0.2489,362.21,0.0002,24.6,"Three-way catalyst"
2011,"Mercedes-Benz","E 63 AMG","Both",518,8,"Automatic",7,"2-Wheel Drive, Rear",4500,2.82,29.7,"Not eqipped",0.00556,0.2646,327.71,0.0118,26.9,"Three-way catalyst"
2011,"Mercedes-Benz","ML 550 4MATIC","Both",382,8,"Automatic",7,"4-Wheel Drive",5500,3.7,32,"Not eqipped",0.01609,0.2681,350.26,0.0061,25.3,"Three-way catalyst"
2011,"Mercedes-Benz","E 550 (coupe)","Both",268,8,"Automatic",7,"2-Wheel Drive, Rear",4250,2.65,26.8,"Not eqipped",0.0444,0.2761,277.23,0.0036,31.7,"Three-way catalyst"
2011,"Mercedes-Benz","E 63 AMG","Both",518,8,"Automatic",7,"2-Wheel Drive, Rear",4500,2.82,29.7,"Not eqipped",0.01152,0.2863,324.04,0.0119,27.2,"Three-way catalyst"
2011,"Mercedes-Benz","CLS 550","Car",382,8,"Automatic",7,"2-Wheel Drive, Rear",4500,2.82,27.9,"Not eqipped",0.0448,0.2884,307,0.0029,29,"Three-way catalyst"
2011,"Mercedes-Benz","G 550","Both",382,8,"Automatic",7,"4-Wheel Drive",6000,4.38,41.3,"Not eqipped",0.03344,0.2923,438.52,0.0089,20.1,"Three-way catalyst"
2011,"Mercedes-Benz","ML 350","Truck",268,6,"Automatic",7,"2-Wheel Drive, Rear",5000,3.9,33.8,"Not eqipped",0.02993,0.3462,312.15,0.0037,28.1,"Three-way catalyst"
2011,"Mercedes-Benz","E 63 AMG","Both",518,8,"Automatic",7,"2-Wheel Drive, Rear",4500,2.82,29.7,"Not eqipped",0.01165,0.3488,323.75,0.0072,27.2,"Three-way catalyst"
2011,"Mercedes-Benz","GL 550 4MATIC","Both",382,8,"Automatic",7,"4-Wheel Drive",6000,3.7,31,"Not eqipped",0.02784,0.3592,379.76,0.00683,23.2,"Three-way catalyst"
2011,"Mercedes-Benz","ML 350 4MATIC","Truck",268,6,"Automatic",7,"2-Wheel Drive, Rear",5250,3.9,33.8,"Not eqipped",0.03605,0.398,325.83,0.0058,27.1,"Three-way catalyst"
2011,"Mercedes-Benz","R 350 4MATIC","Truck",268,6,"Automatic",7,"4-Wheel Drive",5500,3.7,32.1,"Not eqipped",0.0196,0.4316,333.53,0.0028,26.5,"Three-way catalyst"
2011,"Mercedes-Benz","GL 450 4MATIC","Both",335,8,"Automatic",7,"4-Wheel Drive",6000,3.7,30.2,"Not eqipped",0.03219,0.4741,366.26,0.0116,24.2,"Three-way catalyst"
2011,"Mercedes-Benz","CL 63 AMG","Car",544,8,"Automatic",7,"2-Wheel Drive, Rear",5250,2.65,28,"Not eqipped",0.03154,0.5642,305.65,0.0154,28.9,"Three-way catalyst"
2011,"Mercedes-Benz","ML 63 AMG","Both",503,8,"Automatic",7,"4-Wheel Drive",5500,3.45,29.6,"Not eqipped",0.01,0.8418,451.29,0.0055,19.7,"Three-way catalyst"
2011,"Mercedes-Benz","F-Cell","Car",134,,"Automatic",1,"2-Wheel Drive, Front",4000,1,0,"Not eqipped",,,,,,
2011,"Mercedes-Benz","smart fortwo electric drive","Car",41,,"Automatic",1,"2-Wheel Drive, Rear",2375,1,151.2,"Not eqipped",,,,,112.9,
2011,"Mitsubishi Motors Co","OUTLANDER SPORT 2WD","Truck",143,4,"Other",1,"2-Wheel Drive, Front",3500,6.47,32.2,"Not eqipped",0.0011548,0.0004485,214.221016,0.0039212,41.5,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER","Car",143,4,"Manual",5,"2-Wheel Drive, Front",3250,3.94,41.9,"Not eqipped",0.00105,0.00267,191.33184,0.00071,46.6,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER SPORTBACK","Car",143,4,"Other",1,"2-Wheel Drive, Front",3375,5.41,29.2,"Not eqipped",0.00089,0.00269,200.0207,0.00123,44.4,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER","Car",143,4,"Other",1,"2-Wheel Drive, Front",3250,5.41,29.2,"Not eqipped",0.00076,0.00666,190.32076,0.00107,46.7,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER SPORTBACK","Car",143,4,"Manual",5,"2-Wheel Drive, Front",3375,3.94,41.9,"Not eqipped",0.00142,0.0099,195.8983,0.00087,45.4,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER","Car",143,4,"Manual",5,"2-Wheel Drive, Front",3250,3.94,41.9,"Not eqipped",0.00087,0.01492,190.11777,0.0008,46.7,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER SPORT 2WD","Truck",143,4,"Other",1,"2-Wheel Drive, Front",3375,6.47,32.2,"Not eqipped",0.00091,0.01534,202.25923,0.00145,43.9,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER SPORTBACK","Car",161,4,"Other",1,"2-Wheel Drive, Front",3500,6.12,32.5,"Not eqipped",0.00131,0.01884,212.46547,0.00116,42,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER SPORTBACK","Car",161,4,"Manual",5,"2-Wheel Drive, Front",3500,3.94,41.2,"Not eqipped",0.00126,0.02911,207.91063,0.00182,42.8,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER","Car",161,4,"Other",1,"2-Wheel Drive, Front",3375,6.12,32.5,"Not eqipped",0.00115,0.03443,208.99069,0.00073,42.6,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER","Car",161,4,"Manual",5,"2-Wheel Drive, Front",3375,3.94,41.2,"Not eqipped",0.0012,0.07715,209.83523,0.00176,42.4,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER","Car",148,4,"Other",1,"2-Wheel Drive, Front",3250,5.41,29.2,"Not eqipped",0.00154,0.19347,187.6819,0.00087,47.1,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER","Car",168,4,"Manual",5,"2-Wheel Drive, Front",3375,3.94,41.2,"Not eqipped",0.00554,0.2029,203.96331,0.00306,43.6,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER 4WD","Truck",230,6,"Semi-Automatic",6,"4-Wheel Drive",4250,3.57,30.9,"Not eqipped",0.0134269,0.2380908,257.0752486,0.0036379,34.5,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER SPORTBACK","Car",168,4,"Manual",5,"2-Wheel Drive, Front",3500,3.94,41.2,"Not eqipped",0.00798,0.24832,206.14866,0.01091,43.1,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER SPORTBACK","Car",148,4,"Other",1,"2-Wheel Drive, Front",3375,5.41,29.2,"Not eqipped",0.0010356,0.2501865,197.8486625,0.0004,44.8,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER EVOLUTION","Car",291,4,"Automated Manual",6,"All Wheel Drive",3875,4.06,42.3,"Not eqipped",0.01352,0.26164,289.64471,0.00602,30.6,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER 4WD","Truck",230,6,"Semi-Automatic",6,"4-Wheel Drive",4250,3.57,30.9,"Not eqipped",0.012875,0.2793552,261.1031892,0.0015531,34,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER","Car",148,4,"Manual",5,"2-Wheel Drive, Front",3250,3.94,41.9,"Not eqipped",0.00657,0.29583,189.87757,0.00105,46.6,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER EVOLUTION","Car",291,4,"Manual",5,"All Wheel Drive",3875,4.69,47.9,"Not eqipped",0.01138,0.31228,278.29032,0.00638,31.9,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER SPORT 2WD","Truck",148,4,"Other",1,"2-Wheel Drive, Front",3500,6.47,32.2,"Not eqipped",0.00536,0.3317,208.51869,0.00069,42.4,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER SPORT 2WD","Truck",148,4,"Other",1,"2-Wheel Drive, Front",3375,6.47,32.2,"Not eqipped",0.00663,0.33171,205.33221,0.00084,43.2,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER 2WD","Truck",230,6,"Semi-Automatic",6,"2-Wheel Drive, Front",4000,3.57,30.9,"Not eqipped",0.01986,0.33494,246.16432,0.00297,36,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER","Car",168,4,"Other",1,"2-Wheel Drive, Front",3375,6.12,32.5,"Not eqipped",0.0077451,0.3473655,209.1254691,0.0013809,42.4,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER SPORT 4WD","Truck",148,4,"Other",1,"4-Wheel Drive",3625,6.47,32.2,"Not eqipped",0.0101,0.36191,214.80894,0.00087,41.2,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER SPORTBACK","Car",168,4,"Other",1,"2-Wheel Drive, Front",3500,6.12,32.5,"Not eqipped",0.0082483,0.3628511,221.4244545,0.0046215,40.1,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER 4WD","Truck",168,4,"Other",1,"4-Wheel Drive",4000,6.47,32.2,"Not eqipped",0.00946,0.38376,234.90629,0.00094,37.7,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER SPORT 2WD","Truck",148,4,"Manual",5,"2-Wheel Drive, Front",3375,4.24,43.9,"Not eqipped",0.00922,0.40782,204.81856,0.00097,43.2,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER SPORTBACK","Car",237,4,"Automated Manual",6,"All Wheel Drive",3875,4.06,40,"Not eqipped",0.00648,0.4273,254.15928,0.00344,34.9,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER 2WD","Truck",168,4,"Other",1,"2-Wheel Drive, Front",3750,6.47,32.2,"Not eqipped",0.01152,0.45991,222.8854,0.00097,39.7,"Three-way catalyst"
2011,"Mitsubishi Motors Co","LANCER SPORTBACK","Car",148,4,"Manual",5,"2-Wheel Drive, Front",3375,3.94,41.9,"Not eqipped",0.01811,0.48451,193.92564,0.002,45.6,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER 2WD","Truck",230,6,"Semi-Automatic",6,"2-Wheel Drive, Front",3750,3.57,30.9,"Not eqipped",,,,,37.5,"Three-way catalyst"
2011,"Mitsubishi Motors Co","OUTLANDER 4WD","Truck",230,6,"Semi-Automatic",6,"4-Wheel Drive",4000,3.57,30.9,"Not eqipped",,,,,35.7,"Three-way catalyst"
2011,"Mitsubishi Motors NA","GALANT","Car",155,4,"Semi-Automatic",4,"2-Wheel Drive, Front",3625,4.21,38.8,"Not eqipped",0.00177,0.05042,208.58954,0.00617,42.5,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ECLIPSE SPYDER","Car",162,4,"Semi-Automatic",4,"2-Wheel Drive, Front",3875,4.21,38.9,"Not eqipped",0.00487,0.05223,233.19306,0.00824,38.2,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ECLIPSE","Car",162,4,"Semi-Automatic",4,"2-Wheel Drive, Front",3750,4.21,38.1,"Not eqipped",0.0057,0.05844,225.74037,0.01797,39.4,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ECLIPSE","Car",162,4,"Semi-Automatic",4,"2-Wheel Drive, Front",3750,4.21,38.9,"Not eqipped",0.00726,0.06033,228.7871,0.01515,38.9,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ECLIPSE SPYDER","Car",162,4,"Semi-Automatic",4,"2-Wheel Drive, Front",3875,4.21,38.9,"Not eqipped",0.00616,0.06175,231.80015,0.02108,38.4,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ECLIPSE SPYDER","Car",260,6,"Semi-Automatic",5,"2-Wheel Drive, Front",4000,3.33,30,"Not eqipped",0.00749,0.12362,263.43079,0.00134,33.1,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ENDEAVOR 2WD","Truck",225,6,"Semi-Automatic",4,"2-Wheel Drive, Front",4250,4.01,33.1,"Not eqipped",0.01314,0.13827,292.54076,0.01004,29.8,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ENDEAVOR 2WD","Truck",225,6,"Semi-Automatic",4,"2-Wheel Drive, Front",4500,4.01,33.1,"Not eqipped",0.01488,0.14776,289.37902,0.01477,30.1,"Three-way catalyst"
2011,"Mitsubishi Motors NA","GALANT","Car",160,4,"Semi-Automatic",4,"2-Wheel Drive, Front",3625,4.21,38.8,"Not eqipped",0.00829,0.14856,210.39857,0.00733,42.1,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ENDEAVOR AWD","Truck",225,6,"Semi-Automatic",4,"All Wheel Drive",4500,4.32,35.6,"Not eqipped",0.01527,0.19556,323.90029,0.00389,26.9,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ECLIPSE SPYDER","Car",260,6,"Semi-Automatic",5,"2-Wheel Drive, Front",4000,3.33,30,"Not eqipped",0.01179,0.19783,261.78117,0.00277,33.3,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ECLIPSE","Car",162,4,"Manual",5,"2-Wheel Drive, Front",3625,4.31,44.4,"Not eqipped",0.01366,0.2213,230.94079,0.04092,38.7,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ECLIPSE","Car",162,4,"Manual",5,"2-Wheel Drive, Front",3625,4.31,44.4,"Not eqipped",0.0181,0.31449,226.19127,0.0488,38.3,"Three-way catalyst"
2011,"Mitsubishi Motors NA","ECLIPSE","Car",263,6,"Semi-Automatic",5,"2-Wheel Drive, Front",3875,3.33,30,"Not eqipped",0.01085,0.4175,251.04836,0.00079,35.4,"Three-way catalyst"
2011,"Nissan","NISSAN PATHFINDER SE 4X2","Truck",266,6,"Semi-Automatic",5,"2-Wheel Drive, Rear",5000,3.13,30,"Not eqipped",0.0024,0.0002,298,0.0029,29.9,"Three-way catalyst"
2011,"Nissan","NISSAN JUKE SV","Car",188,4,"Continuously Variable",1,"2-Wheel Drive, Front",3375,5.8,30.5,"Not eqipped",0.0002,0.0182,197,0.0039,45.4,"Three-way catalyst"
2011,"Nissan","NISSAN GT-R","Car",480,,"Semi-Automatic",6,"All Wheel Drive",4250,3.7,36.5,"Not eqipped",0.002,0.0284,304,0.005,29.3,
2011,"Nissan","NISSAN JUKE SV","Car",188,4,"Continuously Variable",1,"2-Wheel Drive, Front",3250,5.8,30.5,"Not eqipped",0.0004,0.029,197,0.0036,45.4,"Three-way catalyst"
2011,"Nissan","NISSAN JUKE SV","Car",188,4,"Continuously Variable",1,"2-Wheel Drive, Front",3375,5.8,30.5,"Not eqipped",0.0003,0.032,195,0.0038,45.8,"Three-way catalyst"
2011,"Nissan","NISSAN JUKE SV","Car",188,4,"Continuously Variable",1,"2-Wheel Drive, Front",3250,5.8,30.5,"Not eqipped",0.0004,0.038,195,0.0044,45.8,"Three-way catalyst"
2011,"Nissan","NISSAN GT-R","Car",480,,"Semi-Automatic",6,"All Wheel Drive",4250,3.7,36.5,"Not eqipped",0.0024,0.0399,306,0.0049,29.1,
2011,"Nissan","ARMADA SE 5.6L 4X4","Truck",317,8,"Automatic",5,"2-Wheel Drive, Rear",6000,2.94,25.8,"Not eqipped",0.0022,0.0436,345,0.0041,25.8,"Three-way catalyst"
2011,"Nissan","NISSAN QUEST LE","Truck",253,6,"Continuously Variable",1,"2-Wheel Drive, Front",4750,4.88,27.5,"Not eqipped",0.001,0.0457,256,0.0027,34.8,"Three-way catalyst"
2011,"Nissan","ARMADA SE 5.6L 4X4","Truck",317,8,"Automatic",5,"4-Wheel Drive",6000,3.36,29.4,"Not eqipped",0.0017,0.0492,368,0.0031,24.2,"Three-way catalyst"
2011,"Nissan","NISSAN ALTIMA 2.5 S","Car",170,4,"Continuously Variable",1,"2-Wheel Drive, Front",3500,5.12,26.8,"Not eqipped",0.0005,0.0492,195,0.0015,44.8,"HC-Adsorber"
2011,"Nissan","NISSAN ALTIMA 2.5 S","Car",170,4,"Continuously Variable",1,"2-Wheel Drive, Front",3500,5.12,26.8,"Not eqipped",0.0005,0.0492,195,0.0015,44.8,"Three-way catalyst"
2011,"Nissan","NISSAN GT-R","Car",480,,"Semi-Automatic",6,"All Wheel Drive",4250,3.7,36.5,"Not eqipped",0.0006,0.0504,299,0.0057,29.8,
2011,"Nissan","NISSAN VERSA 1.8SL","Car",122,4,"Continuously Variable",1,"2-Wheel Drive, Front",3125,5.47,33.5,"Not eqipped",0.0019,0.0531,185,0.0277,48.2,"Three-way catalyst"
2011,"Nissan","NISSAN VERSA 1.6 Sedan","Car",102,4,"Manual",5,"2-Wheel Drive, Front",2875,4.07,49.9,"Not eqipped",0.0007,0.0548,188,0.0068,47.3,"Three-way catalyst"
2011,"Nissan","NISSAN JUKE SV","Car",188,4,"Manual",6,"2-Wheel Drive, Front",3250,4.21,43.1,"Not eqipped",0.0007,0.0552,205,0.0032,43.6,"Three-way catalyst"
2011,"Nissan","TITAN KING-5.6LE LWB","Truck",317,8,"Automatic",5,"2-Wheel Drive, Rear",5500,2.94,26.1,"Not eqipped",0.0014,0.0553,342,0.0088,18.4,"Three-way catalyst"
2011,"Nissan","ARMADA SE 5.6L 4X4","Truck",317,8,"Automatic",5,"4-Wheel Drive",6000,3.36,29.4,"Not eqipped",0.0018,0.0566,368,0.004,24.2,"Three-way catalyst"
