"YEAR","MFR","MODEL","TYPE","HP","CYLINDERS","TRANSMISSION","NUM_GEARS","DRIVETRAIN","CURBWEIGHT","AXELRATIO","NVRATIO","SIL","THC","CO","CO2","NOx","MPG","AFTERTREATMENT_DEVICE"
2011,"FOMOCO","F-150 Pickup FFV 4WD","Truck",275,6,"Automatic",6,"4-Wheel Drive",5500,3.73,29,"Not eqipped",0.0108669,0.227988,313.35,0.0048864,28.4,"Three-way catalyst"
2011,"FOMOCO","CROWN VIC POL FFV","Car",250,,"Automatic",4,"2-Wheel Drive, Rear",4500,3.27,29.3,"Not eqipped",0.0180265,0.232673,294.693,0.000663,21.2,
2011,"FOMOCO","F-150 4X2","Truck",415,8,"Automatic",6,"2-Wheel Drive, Rear",6000,3.73,28.2,"Not eqipped",0.012891,0.253534,380.128,0.0073982,23.4,"Three-way catalyst"
2011,"FOMOCO","EXPEDITION 4X2","Truck",310,8,"Automatic",6,"2-Wheel Drive, Rear",6500,3.73,27.9,"Not eqipped",0.0059414,0.276838,341.55,0.00651,26,"Three-way catalyst"
2011,"FOMOCO","CROWN VIC POLICE FFV","Car",250,8,"Automatic",4,"2-Wheel Drive, Rear",4500,3.55,31.8,"Not eqipped",0.0427978,0.287037,308.179,0.0137669,28.8,"Three-way catalyst"
2011,"FOMOCO","MUSTANG","Car",400,8,"Manual",6,"2-Wheel Drive, Rear",4000,3.31,27.5,"Not eqipped",0.014358,0.291226,245.251,0.0021582,36.2,"Three-way catalyst"
2011,"FOMOCO","EXPLORER 4WD","Truck",287,6,"Semi-Automatic",6,"4-Wheel Drive",5000,3.39,29.1,"Not eqipped",0.0150437,0.292164,283.117,0.0101314,31.4,"Three-way catalyst"
2011,"FOMOCO","EXPLORER FWD","Truck",287,6,"Semi-Automatic",6,"2-Wheel Drive, Front",4750,3.16,27.1,"Not eqipped",0.0194116,0.297799,249.53,0.0091257,35.6,"Three-way catalyst"
2011,"FOMOCO","EXPLORER FWD","Truck",287,6,"Semi-Automatic",6,"2-Wheel Drive, Front",4750,3.16,27.6,"Not eqipped",0.0173831,0.3019055,263.6996002,0.0199436,33.6,"Three-way catalyst"
2011,"FOMOCO","E150 VAN","Truck",225,8,"Automatic",4,"2-Wheel Drive, Rear",6000,4.1,34.1,"Not eqipped",0.0025709,0.331406,393.09,0.0039526,15.9,"Three-way catalyst"
2011,"FOMOCO","NAVIGATOR 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28.1,"Not eqipped",0.0126852,0.371533,379.327,0.0127574,23.4,"Three-way catalyst"
2011,"FOMOCO","RANGER 4X2","Truck",143,,"Automatic",5,"2-Wheel Drive, Rear",3500,4.1,39,"Not eqipped",0.029,0.4,263.699,0.0026459,33.5,
2011,"FOMOCO","F-150 RAPTOR","Truck",415,8,"Automatic",6,"4-Wheel Drive",6500,4.1,28.7,"Not eqipped",0.0154382,0.4358694,452.27588,0.0131351,19.6,"Three-way catalyst"
2011,"FOMOCO","RANGER 4X2","Truck",207,,"Manual",5,"2-Wheel Drive, Rear",4000,3.55,35.6,"Not eqipped",0.0467086,0.485105,316.665,0.0018227,27.9,
2011,"FOMOCO","FIESTA","Car",118,4,"Manual",5,"2-Wheel Drive, Front",2875,3.9,39.3,"Not eqipped",0.025134,0.503212,168.084,0.0024735,52.6,"Three-way catalyst"
2011,"FOMOCO","FIESTA","Car",118,4,"Automatic",6,"2-Wheel Drive, Front",2875,3.9,39.3,"Not eqipped",0.0157471,0.5046,155.094,0.0024643,57,"Three-way catalyst"
2011,"FOMOCO","FOCUS","Car",140,4,"Automatic",4,"2-Wheel Drive, Front",3000,3.34,35,"Not eqipped",0.0524557,0.554283,193.135,0.0328723,45.8,"Three-way catalyst"
2011,"FOMOCO","FIESTA","Car",118,4,"Automatic",6,"2-Wheel Drive, Front",2875,3.9,39.3,"Not eqipped",0.019088,0.565176,159.774,0.0056025,55.2,"Three-way catalyst"
2011,"FOMOCO","RANGER SUPERCAB 4DR 4X2","Truck",207,,"Manual",5,"2-Wheel Drive, Rear",4000,3.55,33.8,"Not eqipped",0.040623,0.594626,304.456,0.000808,29.1,
2011,"FOMOCO","NAVIGATOR 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28.1,"Not eqipped",0.0210707,0.615018,369.85,0.0158781,24,"Three-way catalyst"
2011,"FOMOCO","RANGER 4X2","Truck",207,,"Automatic",5,"2-Wheel Drive, Rear",4000,3.55,33.8,"Not eqipped",0.0398986,0.657005,325.927,0.0009711,27.2,
2011,"FOMOCO","CROWN VIC POL FFV","Car",250,,"Automatic",4,"2-Wheel Drive, Rear",4500,3.27,29.3,"Not eqipped",0.0627578,0.689848,297.947,0.0019743,29.7,
2011,"FOMOCO","FIESTA","Car",118,4,"Automatic",6,"2-Wheel Drive, Front",2875,3.9,40.1,"Not eqipped",0.0161133,0.77576,164.334,0.0051669,53.8,"Three-way catalyst"
2011,"FOMOCO","E150 VAN","Truck",225,8,"Automatic",4,"2-Wheel Drive, Rear",6000,4.1,34.1,"Not eqipped",0.0020545,0.8058,405.111,0.0068784,21.9,"Three-way catalyst"
2011,"FOMOCO","GRAND MARQUIS","Car",234,,"Automatic",4,"2-Wheel Drive, Rear",4500,2.73,24,"Not eqipped",0.0659519,0.822192,256.965,0.004136,34.3,
2011,"FOMOCO","FIESTA","Car",118,4,"Automatic",6,"2-Wheel Drive, Front",2875,3.9,40.1,"Not eqipped",0.0188072,0.838939,161.935,0.0058453,54.4,"Three-way catalyst"
2011,"FOMOCO","FIESTA","Car",118,4,"Automatic",6,"2-Wheel Drive, Front",2875,3.9,40.1,"Not eqipped",0.02342,0.861384,154.365,0.0033961,57.2,"Three-way catalyst"
2011,"FOMOCO","RANGER 4X4","Truck",207,,"Manual",5,"Part-time 4-Wheel Drive",4250,3.73,34.2,"Not eqipped",0.0432196,0.867594,337.616,0.0019191,26.2,
2011,"FOMOCO","MUSTANG","Car",400,8,"Automatic",6,"2-Wheel Drive, Rear",4000,3.15,27.4,"Not eqipped",0.0608512,0.87688,266.065,0.0105255,33.2,"Three-way catalyst"
2011,"FOMOCO","RANGER 4X4 RKS","Truck",207,,"Automatic",5,"Part-time 4-Wheel Drive",4250,3.73,32.4,"Not eqipped",0.0591996,1.2094,355.479,0.0035025,24.9,
2011,"FOMOCO","E350 EXTENDED WAGON","Truck",305,10,"Automatic",5,"2-Wheel Drive, Rear",7000,3.73,30.3,"Not eqipped",0.0274635,1.23078,499.617,0.0109831,17.7,"Three-way catalyst"
2011,"FOMOCO","RANGER PICKUP 4WD","Truck",207,,"Automatic",5,"Part-time 4-Wheel Drive",4250,4.1,35.6,"Not eqipped",0.06692,1.30589,366.751,0.0259781,24.1,
2011,"FOMOCO","E-150 Van","Truck",255,8,"Automatic",4,"2-Wheel Drive, Rear",5500,3.73,31,"Not eqipped",,,,,16.4,"Three-way catalyst"
2011,"FOMOCO","E-350 Extended Wagon","Truck",255,8,"Automatic",4,"2-Wheel Drive, Rear",6500,3.73,29.8,"Not eqipped",,,,,15.9,"Three-way catalyst"
2011,"FOMOCO","E-350 Extended Wagon","Truck",255,8,"Automatic",4,"2-Wheel Drive, Rear",5500,3.73,31,"Not eqipped",,,,,21.8,"Three-way catalyst"
2011,"FOMOCO","E-350 Extended Wagon","Truck",255,8,"Automatic",4,"2-Wheel Drive, Rear",6000,3.73,31,"Not eqipped",,,,,21.2,"Three-way catalyst"
2011,"FOMOCO","E150 VAN","Truck",225,8,"Automatic",4,"2-Wheel Drive, Rear",5500,3.73,34.1,"Not eqipped",,,,,23,"Three-way catalyst"
2011,"FOMOCO","E150 VAN","Truck",225,8,"Automatic",4,"2-Wheel Drive, Rear",5500,3.73,34.1,"Not eqipped",,,,,16.7,"Three-way catalyst"
2011,"FOMOCO","E350 VAN","Truck",305,10,"Automatic",5,"2-Wheel Drive, Rear",6000,3.73,30.3,"Not eqipped",,,,,18.6,"Three-way catalyst"
2011,"FOMOCO","EDGE AWD","Truck",305,6,"Semi-Automatic",6,"All Wheel Drive",4500,3.16,28.1,"Not eqipped",,,,,35.7,"Three-way catalyst"
2011,"FOMOCO","EDGE AWD","Truck",305,6,"Semi-Automatic",6,"All Wheel Drive",4750,3.16,28.1,"Not eqipped",,,,,34.7,"Three-way catalyst"
2011,"FOMOCO","EDGE FWD","Truck",305,6,"Semi-Automatic",6,"2-Wheel Drive, Front",4250,3.16,28.1,"Not eqipped",,,,,36.6,"Three-way catalyst"
2011,"FOMOCO","ESCAPE 4X2","Truck",171,,"Manual",5,"2-Wheel Drive, Front",3500,4.13,40.1,"Not eqipped",,,,,39.2,
2011,"FOMOCO","ESCAPE AWD","Truck",240,6,"Automatic",6,"All Wheel Drive",3875,3.51,31.4,"Not eqipped",,,,,23.7,"Three-way catalyst"
2011,"FOMOCO","ESCAPE AWD","Truck",240,6,"Automatic",6,"All Wheel Drive",3875,3.51,31.4,"Not eqipped",,,,,32.1,"Three-way catalyst"
2011,"FOMOCO","ESCAPE AWD","Truck",240,6,"Automatic",6,"All Wheel Drive",4000,3.51,31.4,"Not eqipped",,,,,31.8,"Three-way catalyst"
2011,"FOMOCO","ESCAPE AWD","Truck",240,6,"Automatic",6,"All Wheel Drive",4000,3.51,31.4,"Not eqipped",,,,,23.5,"Three-way catalyst"
2011,"FOMOCO","F-150 Harley Pickup AWD","Truck",415,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28.2,"Not eqipped",,,,,19.5,"Three-way catalyst"
2011,"FOMOCO","F-150 Harley Pickup AWD","Truck",415,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28.2,"Not eqipped",,,,,21,"Three-way catalyst"
2011,"FOMOCO","F-150 Pickup 4WD, Max Trailer Tow","Truck",415,8,"Automatic",6,"4-Wheel Drive",6500,3.73,27.9,"Not eqipped",,,,,23.5,"Three-way catalyst"
2011,"FOMOCO","F-150 Pickup FFV 4WD","Truck",275,6,"Automatic",6,"4-Wheel Drive",5250,3.73,29,"Not eqipped",,,,,28.8,"Three-way catalyst"
2011,"FOMOCO","F-150 Pickup FFV 4WD","Truck",275,6,"Automatic",6,"4-Wheel Drive",5250,3.73,29,"Not eqipped",,,,,21.3,"Three-way catalyst"
2011,"FOMOCO","F-150 Pickup FFV 4WD","Truck",275,6,"Automatic",6,"4-Wheel Drive",5500,3.73,27.9,"Not eqipped",,,,,28.4,"Three-way catalyst"
2011,"FOMOCO","F-150 Pickup FFV 4WD","Truck",275,6,"Automatic",6,"4-Wheel Drive",5500,3.73,27.9,"Not eqipped",,,,,21,"Three-way catalyst"
2011,"FOMOCO","F-150 Pickup FFV 4WD","Truck",275,6,"Automatic",6,"4-Wheel Drive",5250,3.73,27.9,"Not eqipped",,,,,28.8,"Three-way catalyst"
2011,"FOMOCO","F-150 Pickup FFV 4WD","Truck",275,6,"Automatic",6,"4-Wheel Drive",5250,3.73,27.9,"Not eqipped",,,,,21.3,"Three-way catalyst"
2011,"FOMOCO","F-150 Pickup FFV 4WD","Truck",275,6,"Automatic",6,"4-Wheel Drive",5500,3.73,27.9,"Not eqipped",,,,,28.4,"Three-way catalyst"
2011,"FOMOCO","F-150 Pickup FFV 4WD","Truck",275,6,"Automatic",6,"4-Wheel Drive",5500,3.73,27.9,"Not eqipped",,,,,21,"Three-way catalyst"
2011,"FOMOCO","F-150 Raptor Pickup 4WD","Truck",415,8,"Automatic",6,"4-Wheel Drive",6500,4.1,28.7,"Not eqipped",,,,,21,"Three-way catalyst"
2011,"FOMOCO","F-150 Super Crew 2WD, Max Trailer Tow","Truck",415,8,"Automatic",6,"2-Wheel Drive, Rear",6000,3.73,28.1,"Not eqipped",,,,,24.9,"Three-way catalyst"
2011,"FOMOCO","F-150 Super Crew 4WD, Max Trailer Tow","Truck",415,8,"Automatic",6,"4-Wheel Drive",6500,3.73,27.9,"Not eqipped",,,,,23.6,"Three-way catalyst"
2011,"FOMOCO","F-150 Super Crew Max Tow 4X4","Truck",415,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28.1,"Not eqipped",,,,,21,"Three-way catalyst"
2011,"FOMOCO","F-150 Super Crew Max Tow 4X4","Truck",415,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28.1,"Not eqipped",,,,,21,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Automatic",6,"2-Wheel Drive, Rear",5250,3.31,25.7,"Not eqipped",,,,,29.2,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Automatic",6,"2-Wheel Drive, Rear",5250,3.31,25.7,"Not eqipped",,,,,21.4,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Automatic",6,"2-Wheel Drive, Rear",5500,3.31,26,"Not eqipped",,,,,28.7,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Automatic",6,"2-Wheel Drive, Rear",5500,3.31,26,"Not eqipped",,,,,21.1,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",5500,3.31,26,"Not eqipped",,,,,28.7,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",5500,3.31,26,"Not eqipped",,,,,21.1,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",5250,3.31,25.7,"Not eqipped",,,,,29.2,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",5250,3.31,25.7,"Not eqipped",,,,,21.4,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",6000,3.73,28.5,"Not eqipped",,,,,25.5,"Three-way catalyst"
2011,"FOMOCO","F150 4X2","Truck",360,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",6000,3.73,28.5,"Not eqipped",,,,,18.9,"Three-way catalyst"
2011,"FOMOCO","F150 4X4","Truck",360,6,"Automatic",6,"4-Wheel Drive",6000,3.31,24.8,"Not eqipped",,,,,29.7,"Three-way catalyst"
2011,"FOMOCO","F150 4X4","Truck",360,6,"Automatic",6,"4-Wheel Drive",6000,3.31,24.8,"Not eqipped",,,,,29.7,"Three-way catalyst"
2011,"FOMOCO","F150 4X4","Truck",360,6,"Automatic",6,"4-Wheel Drive",6000,3.31,24.8,"Not eqipped",,,,,29.7,"Three-way catalyst"
2011,"FOMOCO","F150 4X4","Truck",360,6,"Automatic",6,"4-Wheel Drive",6000,3.31,24.8,"Not eqipped",,,,,29.7,"Three-way catalyst"
2011,"FOMOCO","FLEX","Car",355,6,"Automatic",6,"All Wheel Drive",5250,3.16,28.1,"Not eqipped",,,,,30.2,"Three-way catalyst"
2011,"FOMOCO","FLEX FWD","Car",262,,"Automatic",6,"2-Wheel Drive, Front",4750,3.16,28,"Not eqipped",,,,,33.1,
2011,"FOMOCO","FLEX FWD","Car",262,,"Automatic",6,"All Wheel Drive",5000,3.39,30,"Not eqipped",,,,,30.7,
2011,"FOMOCO","FOCUS","Car",138,4,"Automatic",4,"2-Wheel Drive, Front",3000,3.34,34.8,"Not eqipped",,,,,48.6,"Three-way catalyst"
2011,"FOMOCO","FOCUS","Car",138,4,"Manual",5,"2-Wheel Drive, Front",3000,3.56,39.2,"Equipped, shifted by survey schedule",,,,,49.4,"Three-way catalyst"
2011,"FOMOCO","FOCUS","Car",132,4,"Automatic",4,"2-Wheel Drive, Front",3000,3.34,35,"Not eqipped",,,,,47.5,"Three-way catalyst"
2011,"FOMOCO","MKX FWD","Truck",305,6,"Semi-Automatic",6,"All Wheel Drive",4750,3.39,28.8,"Not eqipped",,,,,29.5,"Three-way catalyst"
2011,"FOMOCO","MKX FWD","Truck",305,6,"Semi-Automatic",6,"All Wheel Drive",4750,3.39,29.6,"Not eqipped",,,,,32.6,"Three-way catalyst"
2011,"FOMOCO","MUSTANG","Car",300,6,"Automatic",6,"2-Wheel Drive, Rear",4000,2.73,23.7,"Not eqipped",,,,,40.8,"Three-way catalyst"
2011,"FOMOCO","Mustang","Car",300,6,"Manual",6,"2-Wheel Drive, Rear",3875,2.73,24,"Not eqipped",,,,,39.3,"Three-way catalyst"
2011,"FOMOCO","RANGER 4X4","Truck",207,6,"Manual",5,"Part-time 4-Wheel Drive",4250,3.73,35.5,"Not eqipped",,,,,26.2,"Three-way catalyst"
2011,"FOMOCO","RANGER 4X4 RKS","Truck",207,6,"Automatic",5,"Part-time 4-Wheel Drive",4250,3.73,33.7,"Not eqipped",,,,,24.7,"Three-way catalyst"
2011,"FOMOCO","TAURUS AWD","Car",365,6,"Automatic",6,"All Wheel Drive",4750,2.77,24.9,"Not eqipped",,,,,34.4,"Three-way catalyst"
2011,"FOMOCO","Taurus FWD","Car",263,6,"Automatic",6,"2-Wheel Drive, Front",4250,2.77,25.3,"Not eqipped",,,,,37.4,"Three-way catalyst"
2011,"FOMOCO","Taurus FWD","Car",263,6,"Automatic",6,"All Wheel Drive",4500,2.77,25.3,"Not eqipped",,,,,35.4,"Three-way catalyst"
2011,"FOMOCO","Taurus FWD","Car",263,6,"Automatic",6,"2-Wheel Drive, Front",4250,2.77,25.4,"Not eqipped",,,,,38.6,"Three-way catalyst"
2011,"FOMOCO","TRANSIT CONNECT","Truck",140,4,"Automatic",4,"2-Wheel Drive, Front",3750,4.2,41.6,"Not eqipped",,,,,34,"Three-way catalyst"
2011,"FOMOCO","EXPEDITION 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.73,27.9,"Not eqipped",,,,,24.2,"Three-way catalyst"
2011,"FOMOCO","EXPEDITION 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.73,27.9,"Not eqipped",,,,,17.6,"Three-way catalyst"
2011,"FOMOCO","EXPEDITION 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.31,24.9,"Not eqipped",,,,,24.3,"Three-way catalyst"
2011,"FOMOCO","EXPEDITION 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.31,24.9,"Not eqipped",,,,,17.7,"Three-way catalyst"
2011,"FOMOCO","EXPEDITION 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.31,24.8,"Not eqipped",,,,,24.9,"Three-way catalyst"
2011,"FOMOCO","EXPEDITION 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.31,25.2,"Not eqipped",,,,,24.7,"Three-way catalyst"
2011,"FOMOCO","EXPEDITION 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.31,25.2,"Not eqipped",,,,,18,"Three-way catalyst"
2011,"FOMOCO","MKT AWD","Car",265,6,"Automatic",6,"All Wheel Drive",5250,3.39,30,"Not eqipped",,,,,30.4,"Three-way catalyst"
2011,"FOMOCO","MKT AWD","Car",265,6,"Automatic",6,"All Wheel Drive",5250,3.39,30.1,"Not eqipped",,,,,29.5,"Three-way catalyst"
2011,"FOMOCO","MKT AWD","Car",265,6,"Automatic",6,"2-Wheel Drive, Front",5000,3.16,28.1,"Not eqipped",,,,,31.8,"Three-way catalyst"
2011,"FOMOCO","NAVIGATOR 4X4","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.31,24.8,"Not eqipped",,,,,18.4,"Three-way catalyst"
2011,"FOMOCO","NAVIGATOR 4X4 EXT.","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28,"Not eqipped",,,,,23,"Three-way catalyst"
2011,"FOMOCO","NAVIGATOR 4X4 EXT.","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28,"Not eqipped",,,,,22.6,"Three-way catalyst"
2011,"FOMOCO","NAVIGATOR 4X4 EXT.","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28,"Not eqipped",,,,,16.9,"Three-way catalyst"
2011,"FOMOCO","NAVIGATOR 4X4 EXT.","Truck",310,8,"Automatic",6,"4-Wheel Drive",6500,3.73,28,"Not eqipped",,,,,16.6,"Three-way catalyst"
2011,"FOMOCO","FUSION","Car",173,4,"Manual",6,"2-Wheel Drive, Front",3500,4.39,40.5,"Not eqipped",,,,,44.4,"Three-way catalyst"
2011,"FOMOCO","LINCOLN MKS","Car",270,,"Automatic",6,"2-Wheel Drive, Front",4500,3.16,28.9,"Not eqipped",,,,,33.4,
2011,"FOMOCO","LINCOLN MKS","Car",270,,"Automatic",6,"2-Wheel Drive, Front",4500,3.39,29.1,"Not eqipped",,,,,33.1,
2011,"FOMOCO","LINCOLN MKS","Car",270,,"Automatic",6,"2-Wheel Drive, Front",4500,3.16,28.4,"Not eqipped",,,,,33.1,
2011,"FOMOCO","LINCOLN MKS","Car",270,,"Automatic",6,"All Wheel Drive",4500,3.16,30.5,"Not eqipped",,,,,31.3,
2011,"GDX","AVEO","Car",103,4,"Automatic",4,"2-Wheel Drive, Front",2875,3.84,40.9,"Not eqipped",0.00279,0.15929,185.219,0.00247,47.9,"Three-way catalyst"
2011,"GDX","AVEO","Car",103,4,"Automatic",4,"2-Wheel Drive, Front",2875,3.84,40.9,"Not eqipped",0.00279,0.15929,185.219,0.00247,47.9,"Three-way catalyst plus oxidation catalyst"
2011,"GDX","AVEO","Car",103,4,"Manual",5,"2-Wheel Drive, Front",2875,3.94,42.6,"Equipped, not shifted by SIL",0.00084,0.28588,183.13,0,48.9,"Three-way catalyst"
2011,"GDX","AVEO","Car",103,4,"Manual",5,"2-Wheel Drive, Front",2875,3.94,42.6,"Equipped, not shifted by SIL",0.00084,0.28588,183.13,0,48.9,"Three-way catalyst plus oxidation catalyst"
2011,"GDX","AVEO","Car",103,4,"Manual",5,"2-Wheel Drive, Front",2875,3.94,42.6,"Equipped, shifted by SIL",0.00115,0.2878,182.544,0.00035,48.9,"Three-way catalyst"
2011,"GDX","AVEO","Car",103,4,"Manual",5,"2-Wheel Drive, Front",2875,3.94,42.6,"Equipped, shifted by SIL",0.00115,0.2878,182.544,0.00035,48.9,"Three-way catalyst plus oxidation catalyst"
2011,"GM","FCH69+F46","Car",210,4,"Semi-Automatic",6,"All Wheel Drive",4250,3.33,30.3,"Not eqipped",0.01911,0.02481,245.027,0.00482,36.3,"Three-way catalyst"
2011,"GM","CAMARO","Both",304,6,"Semi-Automatic",6,"2-Wheel Drive, Rear",4000,3.27,26.3,"Not eqipped",0.00376,0.03547,212.396,0.00365,40.1,"Three-way catalyst"
2011,"GM","CAMARO","Both",304,6,"Automatic",6,"2-Wheel Drive, Rear",4000,2.92,26.3,"Not eqipped",0.00376,0.03547,212.396,0.00365,41.9,"Three-way catalyst"
2011,"GM","SRX 2WD","Both",265,6,"Semi-Automatic",6,"2-Wheel Drive, Front",4750,3.39,29,"Not eqipped",0.00249,0.0356,257.625,0.02213,34.4,"Three-way catalyst"
2011,"GM","6DN69","Car",550,8,"Semi-Automatic",6,"2-Wheel Drive, Rear",4500,3.23,27.9,"Not eqipped",0.00926,0.046,363.589,0.04599,24.5,"Three-way catalyst"
2011,"GM","EQUINOX AWD","Both",264,6,"Automatic",6,"All Wheel Drive",4500,2.77,25.3,"Not eqipped",0.0028628,0.0475736,274.681,0.0027242,32.3,"Three-way catalyst"
2011,"GM","EQUINOX AWD","Truck",264,6,"Automatic",6,"All Wheel Drive",4500,2.77,25.3,"Not eqipped",0.0028628,0.0475736,274.681,0.0027242,32.3,"Three-way catalyst"
2011,"GM","EQUINOX FWD","Truck",264,6,"Automatic",6,"2-Wheel Drive, Front",4250,2.77,25.3,"Not eqipped",0.0028628,0.0475736,274.681,0.0027242,34,"Three-way catalyst"
2011,"GM","EQUINOX FWD","Both",264,6,"Automatic",6,"2-Wheel Drive, Front",4250,2.77,25.3,"Not eqipped",0.0028628,0.0475736,274.681,0.0027242,34,"Three-way catalyst"
2011,"GM","G2500 EXPRESS 2WD PASS MDPV","Truck",280,8,"Automatic",6,"2-Wheel Drive, Rear",6500,3.42,26,"Not eqipped",0.01035,0.05029,376.461,0.00205,16.6,"Three-way catalyst"
2011,"GM","CRUZE","Car",140,4,"Automatic",6,"2-Wheel Drive, Front",3375,3.87,38.5,"Not eqipped",0.0032609,0.0542031,177.4397935,0.000827,50.2,"Three-way catalyst"
2011,"GM","CRUZE","Car",140,4,"Semi-Automatic",6,"2-Wheel Drive, Front",3375,3.87,38.5,"Not eqipped",0.0032609,0.0542031,177.4397935,0.000827,50.4,"Three-way catalyst"
2011,"GM","LIMOUSINE","Car",275,8,"Automatic",4,"2-Wheel Drive, Front",5250,3.11,26.1,"Not eqipped",0.022052,0.05602,362.0639,0.010117,26.9,"Three-way catalyst"
2011,"GM","EQUINOX AWD","Truck",264,6,"Automatic",6,"All Wheel Drive",4500,2.77,25.3,"Not eqipped",0.00332,0.05804,267.714,0.0027336,23.4,"Three-way catalyst"
2011,"GM","EQUINOX FWD","Truck",264,6,"Automatic",6,"2-Wheel Drive, Front",4250,2.77,25.3,"Not eqipped",0.00332,0.05804,267.714,0.0027336,24.6,"Three-way catalyst"
2011,"GM","C15 SILVERADO 2WD","Truck",320,8,"Automatic",6,"2-Wheel Drive, Rear",5250,3.42,26,"Not eqipped",0.00415,0.06145,280.961,0.00054,22.2,"Three-way catalyst"
2011,"GM","C1500 TAHOE 2WD","Truck",320,8,"Automatic",6,"2-Wheel Drive, Rear",6000,3.08,22.5,"Not eqipped",0.00415,0.06145,280.961,0.00054,22.2,"Three-way catalyst"
2011,"GM","C1500 TAHOE 2WD","Truck",320,8,"Automatic",6,"2-Wheel Drive, Rear",5500,3.08,24.2,"Not eqipped",0.00415,0.06145,280.961,0.00054,22.2,"Three-way catalyst"
2011,"GM","K15 SILVERADO 4WD","Truck",320,8,"Automatic",6,"4-Wheel Drive",5250,3.42,24.9,"Not eqipped",0.00415,0.06145,280.961,0.00054,21.8,"Three-way catalyst"
2011,"GM","CAMARO","Both",304,6,"Manual",6,"2-Wheel Drive, Rear",4000,3.27,29.5,"Not eqipped",0.0032,0.06436,228.168,0.00279,39,"Three-way catalyst"
2011,"GM","C15 SILVERADO 2WD","Truck",320,8,"Automatic",6,"2-Wheel Drive, Rear",5500,3.42,26,"Not eqipped",0.007,0.07176,284.714,0,21.9,"Three-way catalyst"
2011,"GM","K15 SILVERADO 4WD","Truck",320,8,"Automatic",6,"4-Wheel Drive",5500,3.42,25.2,"Not eqipped",0.007,0.07176,284.714,0,21.9,"Three-way catalyst"
2011,"GM","K1500 TAHOE 4WD","Truck",320,8,"Automatic",6,"4-Wheel Drive",6000,3.42,25,"Not eqipped",0.007,0.07176,284.714,0,21.9,"Three-way catalyst"
2011,"GM","CC10903","Truck",195,6,"Automatic",4,"4-Wheel Drive",5250,3.73,28.6,"Not eqipped",0.01286,0.07216,403.542,0.00186,22,"Three-way catalyst"
2011,"GM","EQUINOX FWD","Both",182,4,"Automatic",6,"2-Wheel Drive, Front",4000,3.23,29.3,"Not eqipped",0.00338,0.07378,197.294,0.00771,45.1,"Three-way catalyst"
2011,"GM","ESCALADE 4WD HYBRID","Truck",332,8,"Continuously Variable",1,"4-Wheel Drive",6500,3.08,24.6,"Not eqipped",0.0056135,0.0762396,273.277,0.0037139,32.4,"Three-way catalyst"
2011,"GM","LACROSSE","Both",255,6,"Semi-Automatic",6,"2-Wheel Drive, Front",4500,2.77,26.5,"Not eqipped",0.00512,0.07628,233.114,0.00169,37,"Three-way catalyst"
2011,"GM","LACROSSE","Both",255,6,"Semi-Automatic",6,"2-Wheel Drive, Front",4250,2.77,26.1,"Not eqipped",0.00512,0.07628,233.114,0.00169,38.1,"Three-way catalyst"
